Date_Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
11/03/2004 14.00.00,0.5588218996425622,1.230775420630195,-1.4623646345461256,0.1713677472350827,0.33631858189196856,-0.1656626177859797,0.5979211432776929,0.3774775844886553,0.809185525550294,0.022171764108037128,-1.1812280740684,1.849945835138207,-0.3386708965283021
11/03/2004 15.00.00,0.07966753491670946,0.9513156682344022,-2.6289520725845428,-0.1875789306237166,-0.040291756047820995,-0.2776516475939562,0.9863109126735645,0.33525402135046606,0.5700760386693128,-0.20027656465716295,-1.1472844845719012,1.776428669990792,-0.3283326315511017
11/03/2004 16.00.00,0.07966753491670946,0.8688521347405617,-2.4093591430714287,-0.2540505376346054,-0.1185968758174802,-0.23382985332126976,1.068696621333295,0.4408129291959392,0.40874915595443395,-0.17338720623499593,-0.9888810669215746,1.2900843467078924,-0.3797778072709803
11/03/2004 17.00.00,0.5588218996425622,1.2857511096260887,-1.6545084478701002,0.13148478302854935,0.2841151687121957,0.009624559304766151,0.69599936787261,0.5252600554723177,0.7774963164455856,0.1859524017703273,-0.9775665370894082,1.08649835091505,-0.47429908706252744
11/03/2004 18.00.00,1.8593837467555916,2.1928499780583346,0.500247172977329,1.4077396376376141,1.3990309216230579,0.19464991290055345,-0.12393458974089672,0.8630485605778317,1.8261210540922983,0.9315209762031408,-0.9209938879285773,0.894222688221811,-0.503836986997386
11/03/2004 19.00.00,3.2968468409331506,3.086204924241607,2.6138291195410495,2.285164850181346,2.029200695007458,0.6912969146576667,-0.5044781011691749,1.3063959735288189,2.5463303519265788,1.6526446793430751,-0.9888810669215746,1.18263618226167,-0.44131509880193553
11/03/2004 20.00.00,2.749241852675033,2.463147115621479,1.7903556338668727,1.8331579225073023,1.7159802159288213,0.5354860905770037,-0.34362981283351096,1.1586135025451565,2.1372514707567074,1.5304203228786795,-1.0001955967537408,1.0978086840146526,-0.4870988437009661
11/03/2004 21.00.00,1.2433281349652092,0.9650595904833756,-1.0094542174253283,0.3441939254633936,0.49292882143128697,-0.004982705452796003,0.49591978969897915,0.5463718370414123,0.7429262701495402,0.6284045721714395,-1.0567682459145717,0.8829123551222084,-0.6628493483133742
11/03/2004 22.00.00,-0.39948682980914363,-0.6292353903975414,-2.875994118286796,-0.7326461081130047,-0.7263937578391207,-0.7158695903208209,1.9396312557361584,-0.5303290229824137,-0.3345068394105437,-0.5058374558181521,-1.1585990144040677,0.8489813558234014,-0.789370019701018
11/03/2004 23.00.00,-0.7417399474704671,-0.867463376046414,-3.356353651596732,-1.0118268575587377,-1.1738515850943163,-0.9447167381892946,2.8811822118473622,-1.2059060331934417,-0.5678546519088506,-1.1634044935966008,-1.1585990144040677,0.7019470255285711,-0.8504150128997258
12/03/2004 00.00.00,-0.26258558274461424,-0.10238503752022683,-2.9583414668542134,-0.5731142512868717,-0.5175801051200295,-0.5795351192502407,1.661089097886594,-0.27698764415327815,-0.21351167737438456,-0.5180598914645916,-1.1472844845719012,0.5718781948831445,-0.9043216802808423
12/03/2004 01.00.00,-0.12568433568008483,-0.2673121045079079,-2.9857905830433524,-0.5066426442759828,-0.4280885396689904,-0.5259751484725128,1.6336271950000172,-0.0025344837550479843,-0.2048691658003732,-0.47894809739598504,-1.2151716635648988,0.6397401934807586,-0.936321071876939
12/03/2004 02.00.00,-0.4679374533414084,-0.5238653198220784,-3.1642098382727575,-0.8124120365260713,-0.8419870298800463,-0.7742986493510695,2.2181734135857227,-0.4036583335678459,-0.41805111795932026,-0.8211762954962929,-1.283058842557896,0.7584986910265827,-0.9441978451929013
12/03/2004 03.00.00,-0.8786411945349966,-0.9774147540382013,-3.42497644206958,-1.1048871073739819,-1.3789364225862808,-0.7742986493510695,3.3323420449839807,-0.4036583335678459,-0.7551090693457636,-1.2611839787681172,-1.2943733723900621,0.7867745237755885,-0.9478900826847587
12/03/2004 04.00.00,-0.8786411945349966,-1.2431305841850209,-3.575946581109846,-1.211241678591404,-1.6324958580308917,-1.0713130327548332,4.167968518532674,-1.6492534461444288,-0.9077934404866311,-1.5740783313169702,-1.396204140879558,0.990360519568431,-0.9510900218443683
12/03/2004 05.00.00,-1.015542441599526,-1.1698296655238292,-3.6171202553935546,-1.2245359999935816,-1.6511399341665247,-1.0274912384821469,4.1758147765002676,-1.3959120673152934,-0.8472958594685516,-1.549633460024091,-1.3735750812152254,0.9394640206202202,-0.9547822593362257
12/03/2004 06.00.00,-0.8786411945349966,-0.8033250722178713,-3.4798746744478586,-1.1181814287761596,-1.3901228682676607,-0.9008949439166082,3.351957689902964,-0.8258939649497384,-0.6513989304576272,-1.322296157000315,-1.3170024320543943,0.8207055230743956,-0.954536110170102
12/03/2004 07.00.00,-0.4679374533414084,-0.05199065594065762,-3.260281744934745,-0.7725290723195379,-0.7972412471545267,-0.6428332665330101,2.1828652527315526,-0.12920517316961574,-0.2538433980531043,-0.6842850162561698,-1.3622605513830592,0.945119187170021,-0.9343518785479484
12/03/2004 08.00.00,1.5855812526265332,2.2203378225562815,-0.9408314269524803,1.022204316974459,1.0895392577715477,0.3212462074660921,0.2605320506711782,0.6519307448868854,1.2989278480776048,0.9095205920395496,-1.2604297828935633,0.8320158561739981,-0.8893065811472892
12/03/2004 09.00.00,1.5855812526265332,2.0279229110706534,-0.9408314269524803,1.580565815865925,1.5258106393453632,0.3212462074660921,-0.24947471722239056,0.6519307448868854,1.7541001243088703,1.3690841723456773,-1.0454537160824056,0.44180936423771794,-0.8740453328476124
12/03/2004 10.00.00,0.6957231467070918,1.1345679648873812,-0.8584840783850626,0.5037257822895266,0.6495390609706054,-0.2630443828363941,0.3193789854281284,0.25080689507408754,0.7573304561062257,0.5110691899656198,-0.5928725227957575,-0.3781897854834507,-0.9333672818834532
12/03/2004 11.00.00,0.421920652578033,0.735994219667152,-1.4349155183569864,0.18466206863726042,0.34750502757334845,-0.12184082351329324,0.5429973375045394,0.6941543080250747,0.4289150162937938,0.33995509091546583,-0.4684126946419291,-0.5648102816268894,-0.9523207676749875
12/03/2004 12.00.00,0.011216911384444693,0.4748596969366569,-2.148592539274606,-0.0014584309932282236,0.15733545098989035,-0.47728426594730566,0.8019238504351204,0.0608008609522359,0.2531839476222293,-0.16849823197642008,-0.3892109858167657,-0.6722584460731114,-0.9641359276489307
12/03/2004 13.00.00,0.28501940551350347,0.6855998380875827,-1.7917540288157963,0.10489614022419393,0.26919990780368924,-0.39450976565445345,0.69599936787261,0.12413620565951977,0.41451083033710817,-0.10983054087351019,-0.26475115766293733,-0.7853617770691347,-0.947643933518635
12/03/2004 14.00.00,0.421920652578033,0.8459455976589393,-1.3937418440732776,0.3441939254633936,0.5003864518855402,-0.3799025008968913,0.4645347578286057,0.27191867664318214,0.6075269221566955,0.08083945521094704,-0.242122097998605,-0.7174997784715206,-0.8742914820137362
12/03/2004 15.00.00,0.5588218996425622,1.1483118871363545,-1.1741489145601638,0.530314425093882,0.6644543218791119,-0.2484371180788319,0.35861027526609524,0.33525402135046606,0.8379938974636653,0.27150945129540427,-0.298694747159436,-0.6439826133241056,-0.8619840237075451
12/03/2004 16.00.00,0.49037127611029746,0.9467343608180777,-1.448640076451556,0.3308996040612157,0.4817423757499071,-0.30686617710908054,0.4841504027475891,0.2085833319358983,0.598884410582684,0.20550829880463062,-0.28738021732726987,-0.6326722802245031,-0.8504150128997258
12/03/2004 17.00.00,0.2165687819812387,0.7863886012467212,-1.8878259354777835,0.19795639003943813,0.362420288481855,-0.44320064817966065,0.6881531099050167,0.18747155036680366,0.4634850625898393,-0.08294118245134313,-0.17423491900560803,-0.7966721101687372,-0.8769991228410982
12/03/2004 18.00.00,1.2433281349652092,1.867577151499297,-0.5153701260208223,1.2083248166049478,1.2424206820837393,-0.17053170603850043,-0.07293391295153985,0.8208249974396424,1.3277362199909761,0.9339654633324287,-0.3778964559845996,-0.49694828302927524,-0.8235847537922293
12/03/2004 19.00.00,1.10642688790068,1.936296762744164,-0.3918491031696958,1.0620872811809923,1.126827410042814,-0.19000805904858328,-0.0376257520973697,0.7363778711632639,1.1462434769367373,1.0268559742453693,-0.4570981648097629,-0.2820519541368312,-0.7453093189648541
12/03/2004 20.00.00,3.091494970336356,3.393152521135347,2.984392188094429,2.97646956309459,2.484116152716907,0.4819261197992758,-0.8104821619053162,1.2641724103906296,2.710538071832795,2.099985824002763,-0.626816112292256,0.11946487089905146,-0.6483265475120688
12/03/2004 21.00.00,1.5855812526265332,2.2707322041358506,0.857085683436139,1.31467938782237,1.3244546170805254,0.1605662951329084,-0.3083216519793408,0.8208249974396424,1.417042172922427,1.464419170387906,-0.7173323509495857,0.2778095342934839,-0.6340498958768871
12/03/2004 22.00.00,0.9695256408361506,1.7484631586748607,-0.7624121717230753,0.54360874649606,0.683098398014745,0.05831544182997333,0.03299056961097059,0.6097071817486962,0.7890196652109341,1.1319689208047496,-0.8417921791034139,0.6058091941819516,-0.5838354659876277
12/03/2004 23.00.00,2.2700874879491804,2.632655490025484,1.3237206586515058,1.5406828516593918,1.499708932755477,0.2871625896984471,-0.3514760708011043,0.504148273903223,1.7656234730742186,1.5377537842665432,-0.9888810669215746,0.9168433544210152,-0.5762048418377893
13/03/2004 00.00.00,0.421920652578033,0.813876445744668,-2.038796074518049,-0.08122435940629472,0.07530151599310451,-0.23382985332126976,0.5194585636017592,0.0608008609522359,0.2733498079615892,0.6284045721714395,-1.011510126585907,0.8885675216720094,-0.619034796743334
13/03/2004 01.00.00,-0.12568433568008483,0.42904662277341216,-2.793646769719378,-0.37369943025420527,-0.26402066967541876,-0.49676061895738854,0.943156493851801,-0.27698764415327815,0.04000199546328224,0.2837318869418438,-1.0567682459145717,0.8772571885724072,-0.661864751648879
13/03/2004 02.00.00,-0.33103620627687885,0.3740709337775185,-3.1230361639890485,-0.6395858582977604,-0.603342855343942,-0.7694295610985488,1.3550850371504526,-0.5936643676896975,-0.24232004928775577,0.036838686883764606,-1.0907118354110703,0.8772571885724072,-0.702971662391557
13/03/2004 03.00.00,-0.26258558274461424,0.31909524478162477,-3.08186248970534,-0.6395858582977604,-0.5996140401168154,-0.7694295610985488,1.3668544241018428,-0.5936643676896975,-0.19910749141769896,-0.07805220819276731,-1.2038571337327324,1.0808431843652493,-0.723402043179834
13/03/2004 04.00.00,-0.26258558274461424,0.20456255937351292,-2.944616908759644,-0.5332312870803384,-0.4579190614860035,-0.6428332665330101,1.1824673618633987,-0.5725525861206029,-0.10692070129491102,-0.08783015670991896,-1.2943733723900621,1.2844291801580907,-0.7270942806716915
13/03/2004 05.00.00,-0.7417399474704671,-0.5696783939853232,-3.3014554192184535,-1.0118268575587377,-1.1887668460028227,-0.8716804144014838,2.3123285091968433,-0.9525646543643062,-0.504476233699434,-0.5107264300767279,-1.1472844845719012,0.8602916889230039,-0.7704165339094838
13/03/2004 06.00.00,-0.6048387004059378,-0.010758889193737353,-3.3426290935021625,-0.9719438933522043,-1.1104617262331635,-0.9155022086741703,2.2574047034236897,-1.0581235622097793,-0.5217612568474567,-0.4716146360081213,-1.2717443127257297,1.0808431843652493,-0.793800704691247
13/03/2004 07.00.00,-0.39948682980914363,0.044216799802156335,-3.0681379316107704,-0.6794688225042937,-0.6480886380694616,-0.49676061895738854,1.55908774430788,-0.6992232755351707,-0.11556321286892239,-0.21494348743289043,-1.3735750812152254,1.3296705125565007,-0.7827239922156748
13/03/2004 08.00.00,0.421920652578033,1.0704296610588384,-1.901550493572353,0.21125071144161606,0.3698779189361082,0.07292270658753548,0.4096109520554521,-0.29809942572237275,0.6593819916007636,0.40106726914766366,-1.350946021550893,1.3127050129070965,-0.7795240530560652
13/03/2004 09.00.00,1.10642688790068,1.4002837950342006,-0.4330227774534046,0.6499633177134819,0.7800475939200374,0.2628171484358435,-0.002317591243199556,0.18747155036680366,0.9445848735431388,0.9364099504617166,-1.0001955967537408,0.6397401934807586,-0.7354633523199012
13/03/2004 10.00.00,0.7641737702393565,1.5789547842708551,-1.517262866924404,0.35748824686557135,0.5115728975669201,0.043708177072411175,0.15068443912487106,0.33525402135046606,0.6276927824960553,1.068412255443264,-0.683388761453087,0.15905103674765977,-0.683525878267775
13/03/2004 11.00.00,1.3802293820297384,2.0141789888216803,0.1708577787076583,0.7829065317352597,0.8956408659609629,0.2676862366883642,-0.08862642888672657,1.0108310315614941,0.9532273851171501,1.3568617366992377,-0.32132380682376854,-0.3499139527344449,-0.654972574997412
13/03/2004 12.00.00,1.0379762643684154,1.597280013936153,-0.8310349621959234,0.5037257822895266,0.6458102457434788,-0.009851793705316721,0.17422321302765117,1.074166376268778,0.6622628287921007,0.8777422593588067,-0.004516971523114957,-0.824947942917743,-0.7438324239681113
13/03/2004 13.00.00,0.49037127611029746,1.0337792017282428,-1.5996102154918217,0.27772231845250483,0.4295389625701343,-0.42859338342209846,0.6136136592128796,0.2930304582122768,0.434676690676468,0.17861894038246356,0.10862832679854709,-0.9663271066627718,-0.7782933072254463
13/03/2004 14.00.00,-0.057233712147820075,0.47944100435298137,-2.1760416554637456,-0.21416757342807227,-0.07385109309196065,-0.5990114722603236,1.0098496865763447,-0.171428736307805,0.1120229252467103,-0.4349473290688026,-0.04977509085177961,-0.7683962774197313,-0.7347249048215299
13/03/2004 15.00.00,-0.057233712147820075,0.630624149091689,-2.2309398878420237,-0.1344016450150058,0.011911657131951817,-0.5941423840078028,0.856847656208274,0.12413620565951977,0.2387797616655437,-0.19783207752787504,-0.004516971523114957,-0.836258276017345,-0.7556475839420546
13/03/2004 16.00.00,0.28501940551350347,0.9329904385691042,-2.189766213558315,-0.0014584309932282236,0.16106426621701697,-0.5016297072099093,0.6803068519374232,0.2930304582122768,0.3021581798749604,0.12239573640884156,-0.09503321018044426,-0.7514307777703276,-0.7630320589257692
13/03/2004 17.00.00,0.1481181584489739,1.0246165868955939,-2.3819100268822897,0.05171885461548285,0.20953886416966316,-0.4529388246847021,0.5704592403911162,0.3141422397813714,0.4404383650591423,0.13706265918456903,-0.19686397866994035,-0.5987412809256965,-0.7371863964827681
13/03/2004 18.00.00,0.7641737702393565,1.6980687770952914,-1.091801565992746,0.703140603322193,0.8173357461913037,-0.06828085273556533,0.0016055377405971268,0.7997132158705479,0.950346547925813,0.89729815639311,-0.26475115766293733,-0.417775951332059,-0.654972574997412
13/03/2004 19.00.00,1.4486800055620035,2.3211265857154197,-0.172256173656582,1.248207780811481,1.2759800191278792,0.17517355989047056,-0.2847828780765607,1.1586135025451565,1.3623062662870216,1.427751863448587,-0.298694747159436,-0.3386036196348428,-0.6259269733948011
13/03/2004 20.00.00,1.4486800055620035,2.330289200548069,0.18458233680222794,1.19503049520277,1.2312342364023596,0.184911736395512,-0.30047539401174744,1.074166376268778,1.3421404059476616,1.6355332694380598,-0.31000927699160236,-0.2424657882882229,-0.5725126043459321
13/03/2004 21.00.00,1.4486800055620035,2.3761022747113136,-0.021286034616316254,1.0753816025831702,1.1305562252699406,0.20438808940559489,-0.269090362141374,1.0319428131305888,1.18369436042412,2.0975413368734754,-0.35526739632026705,-0.08977629144359174,-0.49743710867816654
13/03/2004 22.00.00,0.6957231467070918,1.5652108620218816,-1.2427717050330118,0.38407688966992676,0.5414034193839332,-0.13157900001833467,0.052606214529954,0.6941543080250747,0.8610405949943623,1.4570857090000422,-0.4344691051454306,0.012016706452829443,-0.505067732828005
13/03/2004 23.00.00,0.35347002904576824,1.4460968691974454,-2.121143423085467,0.0916018188220162,0.24682701644092944,-0.3360807066242048,0.24091640575219478,0.4197011476268446,0.44331920225047944,1.2419708416227058,-0.42315457531326445,0.05160287230143734,-0.47232989373353684
14/03/2004 00.00.00,0.5588218996425622,1.9775285294910843,-2.436808259260568,0.10489614022419393,0.25801346212230936,-0.2484371180788319,0.22914701880080474,0.3985893660577499,0.4663658997811764,1.2395263544934179,-0.5136708139705939,0.2947750339428876,-0.39725439806577156
14/03/2004 01.00.00,0.49037127611029746,1.7484631586748607,-1.9152750516669228,0.22454503284379376,0.37733554939036146,-0.3263425301191634,0.19383885794663458,0.18747155036680366,0.5038167832685589,1.2273039188469783,-0.4344691051454306,0.1760165363970631,-0.38790072975306633
14/03/2004 02.00.00,0.28501940551350347,1.2124501909648973,-2.4505328173551377,-0.21416757342807227,-0.07012227786483402,-0.5503205897351164,0.48022727376379243,-0.12920517316961574,0.27046897077025206,0.755517902894411,-0.6720742316209208,0.5944988610823491,-0.3876545805869425
14/03/2004 03.00.00,0.2165687819812387,1.1070801203894343,-1.901550493572353,-0.06793003800411701,0.09021677690161103,-0.5503205897351164,0.3546871462822986,-0.12920517316961574,0.4922934345032105,0.6112931622664242,-0.7739050001104167,0.8489813558234014,-0.35393214482797924
14/03/2004 04.00.00,0.2165687819812387,0.12668033329599687,-2.944616908759644,-0.666174501102116,-0.6369021923880817,-0.832727708381318,1.1746211038958052,-0.5936643676896975,0.008312786358573888,0.05639458391806791,-0.7173323509495857,0.7189125251779749,-0.3714087356227705
14/03/2004 05.00.00,-0.6048387004059378,-0.18484857101406738,-3.2740063030293145,-0.8655893221347822,-0.9426650410124653,-0.9155022086741703,1.7317054195949342,-0.8470057465188331,-0.20775000299171031,-0.2418328458550575,-0.7852195299425828,0.8320158561739981,-0.388639177251438
14/03/2004 06.00.00,-0.7417399474704671,-0.12071026718552473,-3.315179977313023,-1.0251211789609154,-1.2148685525927092,-0.9593240029468567,2.2142502846019263,-0.9947882175024955,-0.3345068394105437,-0.3811686122244685,-0.7739050001104167,0.7811193572257877,-0.40340812721886693
14/03/2004 07.00.00,-0.810190571002732,-0.34061302316909947,-3.3426290935021625,-1.038415500363093,-1.2260549982740891,-0.8132513553712352,2.171095865780163,-0.910341091226117,-0.31434097907118386,-0.4276138676809389,-0.9096793580964111,1.08649835091505,-0.38937762474980936
14/03/2004 08.00.00,-0.4679374533414084,0.24121301870410872,-3.219108070651036,-0.7991177151238935,-0.8270717689715398,-0.6817859725531759,1.5473183573564901,-0.5514408045515083,-0.10115902691223677,-0.16849823197642008,-0.7739050001104167,0.8093951899747935,-0.38937762474980936
14/03/2004 09.00.00,-0.33103620627687885,0.6077176120100667,-2.930892350665074,-0.5066426442759828,-0.43181735489611706,-0.5990114722603236,0.8803864301110541,-0.5725525861206029,0.22437557570885808,0.15906304334816027,-0.683388761453087,0.6567056931301619,-0.3655011556357986
14/03/2004 10.00.00,0.07966753491670946,1.0521044313935406,-1.942724167856062,-0.21416757342807227,-0.07757990831908729,-0.4724151776947849,0.4763041447799957,-0.2558758625841835,0.4750084113551878,0.48173534441416477,-0.44578363497759677,0.26649920119388176,-0.3406400898572927
14/03/2004 11.00.00,0.49037127611029746,1.5697921694382062,-1.6819575640592395,0.0916018188220162,0.24309820121380282,-0.316604353614122,0.18599259997904122,0.08191264252133053,0.7112370610448319,0.7995186712215935,-0.17423491900560803,-0.12936245729219964,-0.3256249907237397
14/03/2004 12.00.00,0.49037127611029746,1.4369342543647965,-1.7231312383429482,0.06501317601766056,0.21699649462391643,-0.38964067740193276,0.299763340509145,0.18747155036680366,0.6565011544094265,0.5721813681978176,0.09731379696638112,-0.5704654481766906,-0.4031619780527432
14/03/2004 13.00.00,-0.057233712147820075,0.8184577531609925,-2.436808259260568,-0.36040510885202753,-0.23791896308553234,-0.6233569135229272,0.9941571706411578,-0.12920517316961574,0.21861390132618386,-0.11716400226137391,0.3122898637775388,-0.9606719401129707,-0.5661127260267126
14/03/2004 14.00.00,-0.19413495921234947,0.47944100435298137,-2.5603292821116947,-0.36040510885202753,-0.24164777831265896,-0.6720477960481344,1.0726197503170916,-0.171428736307805,0.11778459962938455,-0.3811686122244685,0.3349189234418712,-1.0285339387105847,-0.6143579625869814
14/03/2004 15.00.00,-0.12568433568008483,0.7130876825855296,-2.35446091069315,-0.26734485903678334,-0.14096976718023999,-0.628226001775448,0.9823877836897678,-0.06586982846233187,0.17828218064746412,-0.31272297260440696,0.3914915726027022,-1.0963959373081986,-0.6367575367042493
14/03/2004 16.00.00,0.627272523174827,1.6293491658504244,-1.6545084478701002,0.22454503284379376,0.37733554939036146,-0.34581888312924625,0.5626129824235228,0.3985893660577499,0.5671952014779756,0.17372996612388775,0.42543516209920085,-1.1303269366070057,-0.6389728791993635
14/03/2004 17.00.00,0.5588218996425622,1.537723017523935,-1.5721610993026824,0.2378393542459715,0.39970844075312123,-0.2971280006040391,0.4409959839258256,0.3774775844886553,0.6305736196873923,0.43529008895769444,0.3236043936097052,-0.9946029394117777,-0.594666029297076
14/03/2004 18.00.00,0.28501940551350347,1.7209753141769137,-2.038796074518049,0.2644279970503269,0.41462370166162776,-0.39450976565445345,0.38607217815267203,0.22969511350499291,0.6392161312614038,0.5721813681978176,0.1425719162950458,-0.6609481129735089,-0.44426888879542137
14/03/2004 19.00.00,1.7224824996910622,3.23280676156399,-0.11735794127830354,1.3811509948332588,1.3729292150331716,0.09726814785013908,-0.30439852299554415,0.9897192499923995,1.5668457068719572,1.6379777565673477,-0.004516971523114957,-0.3781897854834507,-0.3396554931927976
14/03/2004 20.00.00,2.6123406056105036,3.645124429033193,0.9668821481926958,1.7135090298877027,1.6302174657049089,0.408889796011465,-0.5868638098289053,1.3275077550979135,1.8837377979190408,2.1439865923299455,-0.09503321018044426,-0.12936245729219964,-0.22199619178561106
14/03/2004 21.00.00,0.9010750173038857,2.0966425223155207,-0.7761367298176449,0.5967860321047708,0.7315729959673912,-0.11697173526077252,-0.18278152449784696,0.7574896527323586,1.0626991983879608,1.515753400102952,-0.19686397866994035,0.06856837195084108,-0.19491978351199074
14/03/2004 22.00.00,0.011216911384444693,1.0154539720629447,-2.3407363525985807,-0.1609902878193612,-0.014190049457934588,-0.46267700118974353,0.3664565332336886,0.22969511350499291,0.39722580718908546,0.9657437960131716,-0.242122097998605,0.14774070364805728,-0.18975065102339053
14/03/2004 23.00.00,0.07966753491670946,1.1299866574710566,-2.6289520725845428,-0.1875789306237166,-0.040291756047820995,-0.4334624716746192,0.40176469408785875,0.18747155036680366,0.48365092292919915,0.784851748445866,-0.42315457531326445,0.4248438645883142,-0.1963966785087338
